ProductID	xLocation	yLocation	AccessN	AccessW	AccessS	AccessE
7365	18.4	6	1	0	0	0
7376	10.6	10	1	0	0	0
7406	16.6	6	1	0	0	0
7433	6.72	10	1	0	0	0
7441	10.2	10	1	0	0	0
7461	10.2	14	1	0	0	0
7620	6.4	8	1	0	0	0
7635	10.6	8	1	0	0	0
7656	7.6	10	1	0	0	0
7660	10.4	8	1	0	0	0
7677	6	10	1	0	0	0
7712	18.8	8	1	0	0	0
7741	20.8	4	1	0	0	0
7749	18.8	8	1	0	0	0
7865	14	12	1	0	0	0
7895	8.4	10	1	0	0	0
7955	20.2	0	1	0	0	0
7960	14.2	14	1	0	0	0
7989	10.6	10	1	0	0	0
8087	16.4	6	1	0	0	0
8090	18.6	10	1	0	0	0
8107	12.8	4	1	0	0	0
8140	10.2	10	1	0	0	0
8142	6.6	12	1	0	0	0
8158	10.4	8	1	0	0	0
8211	8	10	1	0	0	0
8218	7.4	8	1	0	0	0
8220	12.4	6	1	0	0	0
8236	10.2	8	1	0	0	0
8240	8.2	12	1	0	0	0
8274	12.2	0	1	0	0	0
8330	8.2	16	1	0	0	0
8365	10.2	14	1	0	0	0
8379	14.8	12	1	0	0	0
8380	10.8	8	1	0	0	0
8382	10.2	10	1	0	0	0
8388	8	16	1	0	0	0
8414	8.4	12	1	0	0	0
8443	6.4	6	1	0	0	0
8457	8.4	6	1	0	0	0
8462	6	8	1	0	0	0
8481	10.2	4	1	0	0	0
8515	10.8	14	1	0	0	0
8565	14.8	12	1	0	0	0
8570	14.4	12	1	0	0	0
8583	18.2	6	1	0	0	0
8659	6.8	14	1	0	0	0
8663	8	8	1	0	0	0
8697	12	12	1	0	0	0
8704	14.6	6	1	0	0	0
8777	12	16	1	0	0	0
8782	14	12	1	0	0	0
8827	9	10	1	0	0	0
8832	18	8	1	0	0	0
8836	8.6	16	1	0	0	0
8864	6.64	10	1	0	0	0
8866	16	12	1	0	0	0
8901	16	4	1	0	0	0
8967	18.6	8	1	0	0	0
8968	8.2	14	1	0	0	0
8972	10.8	14	1	0	0	0
8992	10.6	10	1	0	0	0
9003	18.6	10	1	0	0	0
9006	20.8	4	1	0	0	0
9014	6	8	1	0	0	0
9054	18.2	10	1	0	0	0
9114	16.4	6	1	0	0	0
9207	21.2	6	1	0	0	0
9233	10.4	12	1	0	0	0
9284	14.2	2	1	0	0	0
9360	18	8	1	0	0	0
9369	14.8	12	1	0	0	0
9389	18.4	6	1	0	0	0
9394	16.2	12	1	0	0	0
9402	18.6	6	1	0	0	0
9403	14.2	4	1	0	0	0
9414	7.2	10	1	0	0	0
9424	14.2	6	1	0	0	0
9426	8.4	6	1	0	0	0
9462	18.4	14	1	0	0	0
9511	18.8	10	1	0	0	0
9515	24	0	1	0	0	0
9517	2.2	16	1	0	0	0
9532	18.2	6	1	0	0	0
9605	16.4	12	1	0	0	0
9640	18.6	14	1	0	0	0
9653	6.8	14	1	0	0	0
9658	10.6	14	1	0	0	0
9703	16	10	1	0	0	0
9724	6.8	16	1	0	0	0
9726	6.2	8	1	0	0	0
9729	8.6	10	1	0	0	0
9758	10.2	14	1	0	0	0
9776	8.2	14	1	0	0	0
9792	27.98	18	1	0	0	0
9822	10.6	14	1	0	0	0
9850	10.2	8	1	0	0	0
9864	6.4	8	1	0	0	0
9872	10.2	10	1	0	0	0
9877	10.4	10	1	0	0	0
9894	12.2	4	1	0	0	0
9919	8.2	10	1	0	0	0
9932	19	8	1	0	0	0
9952	6.62	10	1	0	0	0
10030	6.66	10	1	0	0	0
10035	8	8	1	0	0	0
10036	6.66	10	1	0	0	0
10087	16.6	10	1	0	0	0
10107	8.4	8	1	0	0	0
10108	16.4	12	1	0	0	0
10115	15	12	1	0	0	0
10196	16.4	6	1	0	0	0
10235	10.4	6	1	0	0	0
10238	16.6	6	1	0	0	0
10249	8.4	14	1	0	0	0
10250	6.2	10	1	0	0	0
10326	8	8	1	0	0	0
10328	10.4	10	1	0	0	0
10359	8.2	12	1	0	0	0
10364	22	0	1	0	0	0
10409	18.6	6	1	0	0	0
10438	6.6	6	1	0	0	0
10475	12.8	12	1	0	0	0
10553	12.2	4	1	0	0	0
10558	6.8	8	1	0	0	0
10585	10	10	1	0	0	0
10636	6.6	12	1	0	0	0
10640	8.4	8	1	0	0	0
10706	6.68	10	1	0	0	0
10708	14.8	14	1	0	0	0
10734	10.4	10	1	0	0	0
10780	18.8	14	1	0	0	0
10787	14.4	12	1	0	0	0
10797	6.7	10	1	0	0	0
10801	6.62	10	1	0	0	0
10819	20.2	8	1	0	0	0
10820	6.4	10	1	0	0	0
10828	10	8	1	0	0	0
10836	6.4	6	1	0	0	0
10886	10.2	8	1	0	0	0
10904	8.6	8	1	0	0	0
10911	10	10	1	0	0	0
10920	8.7	4	1	0	0	0
10952	10.2	10	1	0	0	0
10967	2.2	4	1	0	0	0
11004	14.4	6	1	0	0	0
11023	10.2	8	1	0	0	0
11062	6.6	12	1	0	0	0
11081	8.6	6	1	0	0	0
11083	18.2	10	1	0	0	0
11117	6.62	10	1	0	0	0
11195	10.4	6	1	0	0	0
11214	10.4	14	1	0	0	0
11231	10.4	8	1	0	0	0
11233	10.2	8	1	0	0	0
11275	8.8	12	1	0	0	0
11318	8.2	10	1	0	0	0
11413	6	4	1	0	0	0
11449	12.8	12	1	0	0	0
11460	7.4	8	1	0	0	0
11471	14.4	6	1	0	0	0
11501	16.4	10	1	0	0	0
11609	11	8	1	0	0	0
11617	6	12	1	0	0	0
11624	10.2	12	1	0	0	0
11738	10.4	8	1	0	0	0
11764	16.4	8	1	0	0	0
11770	10.6	8	1	0	0	0
11778	8.4	8	1	0	0	0
11789	10.4	12	1	0	0	0
11801	14.2	6	1	0	0	0
11833	10	4	1	0	0	0
11835	10.8	16	1	0	0	0
11918	6.8	8	1	0	0	0
11930	10.88	10	1	0	0	0
11937	10.2	16	1	0	0	0
11957	10.2	14	1	0	0	0
11959	8.4	4	1	0	0	0
11965	8.4	6	1	0	0	0
11988	10.6	12	1	0	0	0
12004	8.4	10	1	0	0	0
12005	10.4	10	1	0	0	0
12074	10.82	10	1	0	0	0
12150	16	8	1	0	0	0
12152	16.4	12	1	0	0	0
12227	10.4	8	1	0	0	0
12265	8.6	6	1	0	0	0
12275	10.4	10	1	0	0	0
12284	8.8	16	1	0	0	0
12286	10.4	14	1	0	0	0
12302	18.2	6	1	0	0	0
12320	10.4	4	1	0	0	0
12351	7	12	1	0	0	0
12407	6.6	8	1	0	0	0
12412	10.4	12	1	0	0	0
12425	12	12	1	0	0	0
12435	10.6	6	1	0	0	0
12439	6.2	4	1	0	0	0
12478	8	8	1	0	0	0
12481	6.4	4	1	0	0	0
12564	8.4	4	1	0	0	0
12566	10.2	14	1	0	0	0
12589	10.2	10	1	0	0	0
12615	6.2	4	1	0	0	0
12687	6.2	12	1	0	0	0
12768	22	0	1	0	0	0
12777	18	6	1	0	0	0
12787	14.4	14	1	0	0	0
12894	6.2	10	1	0	0	0
12910	27.98	18	1	0	0	0
12912	10.8	14	1	0	0	0
12930	8.2	16	1	0	0	0
12953	8	8	1	0	0	0
12956	8.8	14	1	0	0	0
12989	8	4	1	0	0	0
13021	6	16	1	0	0	0
13094	6.6	14	1	0	0	0
13130	10.6	8	1	0	0	0
13143	6	8	1	0	0	0
13159	6.4	10	1	0	0	0
13205	8.4	6	1	0	0	0
13214	10.4	10	1	0	0	0
13224	18.8	8	1	0	0	0
13285	10.2	10	1	0	0	0
13292	10.4	8	1	0	0	0
13303	6.64	10	1	0	0	0
13321	10	16	1	0	0	0
13324	6.2	8	1	0	0	0
13334	8.6	8	1	0	0	0
13338	10.4	8	1	0	0	0
13342	4.2	4	1	0	0	0
13434	16.2	10	1	0	0	0
13470	10.8	14	1	0	0	0
13492	16.8	6	1	0	0	0
13495	14.4	6	1	0	0	0
13526	16.4	6	1	0	0	0
13574	8.2	14	1	0	0	0
13577	6.2	4	1	0	0	0
13578	16.6	4	1	0	0	0
13621	8.2	10	1	0	0	0
13624	16.2	8	1	0	0	0
13646	14.2	8	1	0	0	0
13671	6.2	4	1	0	0	0
13688	6	12	1	0	0	0
16428	16.8	8	1	0	0	0
16497	14	8	1	0	0	0
16529	6.2	4	1	0	0	0
16576	10.4	14	1	0	0	0
16582	6.8	6	1	0	0	0
16613	8.2	16	1	0	0	0
16643	10.6	12	1	0	0	0
16678	10	8	1	0	0	0
16699	10.2	14	1	0	0	0
16717	20	14	1	0	0	0
16726	16.8	8	1	0	0	0
16740	19	6	1	0	0	0
16744	8.6	6	1	0	0	0
16755	8.2	10	1	0	0	0
16768	10.6	12	1	0	0	0
16777	6.72	10	1	0	0	0
16880	8	8	1	0	0	0
16916	6.4	12	1	0	0	0
16922	10.6	16	1	0	0	0
16936	6.62	10	1	0	0	0
16942	10.4	10	1	0	0	0
16944	10.2	6	1	0	0	0
17032	14.4	8	1	0	0	0
17046	10.6	10	1	0	0	0
17057	10.4	12	1	0	0	0
17061	6.66	10	1	0	0	0
17075	17.2	6	1	0	0	0
17112	8.2	12	1	0	0	0
17125	10.4	10	1	0	0	0
17186	8.4	8	1	0	0	0
17201	10.4	10	1	0	0	0
17233	20	0	1	0	0	0
17240	8	8	1	0	0	0
17254	10.6	12	1	0	0	0
17266	10.62	4	1	0	0	0
17284	6.4	10	1	0	0	0
17351	16.6	8	1	0	0	0
17461	16	8	1	0	0	0
17573	18.6	8	1	0	0	0
17653	10.9	10	1	0	0	0
17669	6	8	1	0	0	0
17723	14.2	8	1	0	0	0
17741	10.4	8	1	0	0	0
17768	8.8	14	1	0	0	0
17784	6.2	12	1	0	0	0
17838	10.4	8	1	0	0	0
17841	6	12	1	0	0	0
17843	6.4	6	1	0	0	0
17876	18.6	10	1	0	0	0
17894	14	2	1	0	0	0
17942	6.2	4	1	0	0	0
17984	8.4	4	1	0	0	0
17986	8	4	1	0	0	0
17997	10.4	10	1	0	0	0
18034	10.6	14	1	0	0	0
18077	9.2	16	1	0	0	0
18090	14.6	10	1	0	0	0
18124	8.7	10	1	0	0	0
18134	20.2	0	1	0	0	0
18145	4.4	4	1	0	0	0
18279	12.2	8	1	0	0	0
18337	16	10	1	0	0	0
18349	10.4	10	1	0	0	0
18354	16.6	12	1	0	0	0
18355	6.8	12	1	0	0	0
18380	20.2	4	1	0	0	0
18385	8.8	10	1	0	0	0
18448	7.6	12	1	0	0	0
18481	6.8	6	1	0	0	0
18558	12	14	1	0	0	0
18559	11.2	8	1	0	0	0
18572	16.6	6	1	0	0	0
18601	18.6	14	1	0	0	0
18602	10.4	6	1	0	0	0
18608	16.6	6	1	0	0	0
18626	14.2	6	1	0	0	0
18644	10.2	10	1	0	0	0
18648	16	10	1	0	0	0
18649	9	16	1	0	0	0
18670	11.2	8	1	0	0	0
18681	11	8	1	0	0	0
18765	10.4	8	1	0	0	0
18768	18.6	10	1	0	0	0
18774	20.2	6	1	0	0	0
18776	6.66	10	1	0	0	0
18801	14	6	1	0	0	0
18868	10.6	10	1	0	0	0
18909	16.6	8	1	0	0	0
18976	6.68	10	1	0	0	0
18980	14.6	10	1	0	0	0
19147	10.4	10	1	0	0	0
19164	8	10	1	0	0	0
19199	10.4	8	1	0	0	0
19229	8.4	10	1	0	0	0
19284	10	8	1	0	0	0
19321	10.6	10	1	0	0	0
19323	8.4	12	1	0	0	0
19329	6.4	12	1	0	0	0
19331	8	8	1	0	0	0
19334	6.4	6	1	0	0	0
19410	14.6	10	1	0	0	0
19420	14.2	10	1	0	0	0
19437	10.4	14	1	0	0	0
19459	8.4	8	1	0	0	0
19461	16	6	1	0	0	0
19465	8.6	8	1	0	0	0
19474	10.6	10	1	0	0	0
19483	16.6	8	1	0	0	0
19490	14.4	12	1	0	0	0
19494	8.4	8	1	0	0	0
19505	10.4	12	1	0	0	0
19699	8.6	8	1	0	0	0
19704	10.4	8	1	0	0	0
19775	12.2	0	1	0	0	0
19780	2.2	4	1	0	0	0
19808	27.98	18	1	0	0	0
19839	18.6	14	1	0	0	0
19942	14.4	10	1	0	0	0
19981	8.68	10	1	0	0	0
19984	20	8	1	0	0	0
20007	21.2	6	1	0	0	0
20052	8.4	6	1	0	0	0
20069	14.2	14	1	0	0	0
20086	10.2	12	1	0	0	0
20191	6.6	10	1	0	0	0
20195	16.6	6	1	0	0	0
20200	18.6	14	1	0	0	0
20218	8.4	8	1	0	0	0
20219	10	14	1	0	0	0
20222	8.6	14	1	0	0	0
20300	8.8	8	1	0	0	0
20308	10.2	8	1	0	0	0
20318	12.2	0	1	0	0	0
20320	8.2	8	1	0	0	0
20373	11.2	8	1	0	0	0
20413	10.4	10	1	0	0	0
20504	16.6	10	1	0	0	0
20553	10.8	8	1	0	0	0
20561	6.6	12	1	0	0	0
20617	10	8	1	0	0	0
20626	6.62	10	1	0	0	0
20659	8.8	8	1	0	0	0
20672	19	8	1	0	0	0
20686	6.64	10	1	0	0	0
20747	10.4	10	1	0	0	0
20779	6.4	10	1	0	0	0
20795	10.4	6	1	0	0	0
20845	12.6	6	1	0	0	0
20871	10.2	14	1	0	0	0
20891	10.2	8	1	0	0	0
20903	6	14	1	0	0	0
21030	18.6	6	1	0	0	0
21143	6.62	10	1	0	0	0
21148	8.8	14	1	0	0	0
21171	6.4	6	1	0	0	0
21229	14.8	12	1	0	0	0
21303	6.64	10	1	0	0	0
21317	12.8	12	1	0	0	0
21326	10.6	8	1	0	0	0
21345	1	4	1	0	0	0
21364	8	12	1	0	0	0
21382	6.2	4	1	0	0	0
21388	12	4	1	0	0	0
21399	14	10	1	0	0	0
21431	6.2	14	1	0	0	0
21439	6	8	1	0	0	0
21502	8.4	10	1	0	0	0
21511	6.4	8	1	0	0	0
21540	10.2	16	1	0	0	0
21548	8	10	1	0	0	0
21588	20.4	10	1	0	0	0
21598	4	0	1	0	0	0
21681	10.4	14	1	0	0	0
21710	8.6	0	1	0	0	0
21756	11	8	1	0	0	0
21772	6.4	14	1	0	0	0
21777	6	10	1	0	0	0
21800	8.4	8	1	0	0	0
21826	16	8	1	0	0	0
21916	6.2	4	1	0	0	0
21932	20.6	14	1	0	0	0
21957	10.2	14	1	0	0	0
21998	10.4	8	1	0	0	0
22000	16.2	10	1	0	0	0
22001	8.4	6	1	0	0	0
22018	16.2	8	1	0	0	0
22058	8.6	12	1	0	0	0
22112	8	8	1	0	0	0
22139	14.8	4	1	0	0	0
22163	12	6	1	0	0	0
22186	12.4	8	1	0	0	0
22198	10.4	10	1	0	0	0
22212	10	8	1	0	0	0
22215	14.6	4	1	0	0	0
22234	10.4	10	1	0	0	0
22253	18.6	14	1	0	0	0
22264	6.6	8	1	0	0	0
22352	10.4	4	1	0	0	0
22370	10.2	14	1	0	0	0
22383	16.4	0	1	0	0	0
22401	2.2	0	1	0	0	0
22406	14.4	14	1	0	0	0
22409	8.7	10	1	0	0	0
22435	14.4	12	1	0	0	0
22503	10.4	10	1	0	0	0
22541	8	8	1	0	0	0
22563	10.4	8	1	0	0	0
22566	14.2	6	1	0	0	0
22575	6.4	12	1	0	0	0
22592	18.6	12	1	0	0	0
22653	16.2	8	1	0	0	0
22677	6.4	12	1	0	0	0
22708	16.2	2	1	0	0	0
22748	10.4	10	1	0	0	0
22754	16.8	8	1	0	0	0
22762	10.2	8	1	0	0	0
22798	10.4	10	1	0	0	0
23014	4.2	4	1	0	0	0
23017	22.4	0	1	0	0	0
23019	10.4	10	1	0	0	0
23020	10	4	1	0	0	0
23023	10.4	10	1	0	0	0
23051	14.4	14	1	0	0	0
23054	8.4	8	1	0	0	0
23097	10.8	8	1	0	0	0
23162	14.4	6	1	0	0	0
23167	16.2	4	1	0	0	0
23208	21	6	1	0	0	0
23239	18.4	0	1	0	0	0
23241	12.4	12	1	0	0	0
23253	10.4	10	1	0	0	0
23263	8	4	1	0	0	0
23274	8.4	6	1	0	0	0
23293	16.4	12	1	0	0	0
23371	4.2	4	1	0	0	0
23385	6	12	1	0	0	0
23402	16.4	0	1	0	0	0
23425	14	10	1	0	0	0
23461	20.4	0	1	0	0	0
23476	10.8	8	1	0	0	0
23491	14.6	8	1	0	0	0
23498	10.8	8	1	0	0	0
23535	8	6	1	0	0	0
23538	16.2	10	1	0	0	0
23552	10.4	4	1	0	0	0
23592	37.98	18	1	0	0	0
23744	2	4	1	0	0	0
23786	16.2	8	1	0	0	0
23821	10	8	1	0	0	0
23830	10.4	10	1	0	0	0
23852	10.88	10	1	0	0	0
23858	21.2	6	1	0	0	0
23873	18.6	14	1	0	0	0
23888	8.66	10	1	0	0	0
23893	14.2	6	1	0	0	0
23937	9	10	1	0	0	0
23944	2.2	4	1	0	0	0
23953	2.6	4	1	0	0	0
23965	6.6	14	1	0	0	0
24016	14.6	10	1	0	0	0
24041	2.2	4	1	0	0	0
24067	14.4	0	1	0	0	0
24076	16.2	8	1	0	0	0
24082	6.4	16	1	0	0	0
24087	8.4	6	1	0	0	0
24111	16.6	8	1	0	0	0
24164	8	6	1	0	0	0
24181	10.6	8	1	0	0	0
24187	8.2	10	1	0	0	0
24249	8.2	6	1	0	0	0
24265	6	8	1	0	0	0
24271	7.6	12	1	0	0	0
24294	16.6	10	1	0	0	0
24331	20.6	8	1	0	0	0
24344	9	10	1	0	0	0
24399	14	6	1	0	0	0
24460	10.2	8	1	0	0	0
24472	10	4	1	0	0	0
24520	8.66	10	1	0	0	0
24533	10.2	8	1	0	0	0
24539	6.64	10	1	0	0	0
24547	8.7	10	1	0	0	0
24555	14.6	6	1	0	0	0
24572	8.6	12	1	0	0	0
24635	10	8	1	0	0	0
24643	10.2	4	1	0	0	0
24648	16	8	1	0	0	0
24677	20.6	10	1	0	0	0
24685	10.4	6	1	0	0	0
24706	9	10	1	0	0	0
24738	20.4	14	1	0	0	0
24747	8.8	8	1	0	0	0
24759	6.8	16	1	0	0	0
24766	18.2	6	1	0	0	0
24791	10.4	10	1	0	0	0
24812	8.2	10	1	0	0	0
24818	10	8	1	0	0	0
24836	6	16	1	0	0	0
24853	8.2	8	1	0	0	0
24860	10.6	8	1	0	0	0
24865	10.4	8	1	0	0	0
24878	10	8	1	0	0	0
24929	12.6	10	1	0	0	0
24976	10.4	10	1	0	0	0
25006	10.4	10	1	0	0	0
25124	14.6	6	1	0	0	0
25129	20.8	10	1	0	0	0
25131	16	8	1	0	0	0
25158	8.4	10	1	0	0	0
25209	10	12	1	0	0	0
25235	10.8	8	1	0	0	0
25236	10.2	8	1	0	0	0
25251	14.4	8	1	0	0	0
25273	8.8	8	1	0	0	0
25294	10.2	8	1	0	0	0
25295	10.4	10	1	0	0	0
25317	6	8	1	0	0	0
25417	8.4	6	1	0	0	0
25480	10.6	6	1	0	0	0
25487	2.2	4	1	0	0	0
25527	8.2	10	1	0	0	0
25545	6	8	1	0	0	0
25547	14.8	10	1	0	0	0
25607	12	4	1	0	0	0
25622	10.4	10	1	0	0	0
25663	6.2	14	1	0	0	0
25772	10	8	1	0	0	0
25812	8	8	1	0	0	0
25912	8	12	1	0	0	0
25944	8	4	1	0	0	0
25957	8.2	10	1	0	0	0
25964	12.4	14	1	0	0	0
26000	16.8	6	1	0	0	0
26002	8.6	16	1	0	0	0
27449	8.6	10	1	0	0	0
27461	10.6	14	1	0	0	0
27469	8.8	8	1	0	0	0
27489	8.8	14	1	0	0	0
27525	10.8	8	1	0	0	0
27597	10	8	1	0	0	0
27602	10.2	8	1	0	0	0
27603	12.2	8	1	0	0	0
27626	6.2	10	1	0	0	0
