ProductID	xLocation	yLocation	AccessN	AccessW	AccessS	AccessE
199513	18.6	14	1	0	0	0
199553	6.2	10	1	0	0	0
199556	8.6	14	1	0	0	0
199622	10	14	1	0	0	0
199627	4.2	4	1	0	0	0
199654	18.2	10	1	0	0	0
199675	10.2	8	1	0	0	0
199693	20	2	1	0	0	0
199768	14.2	6	1	0	0	0
199780	10.4	8	1	0	0	0
199845	14.8	12	1	0	0	0
199857	10.4	8	1	0	0	0
199943	14	6	1	0	0	0
200005	10.8	14	1	0	0	0
200038	10.2	10	1	0	0	0
200164	8.8	16	1	0	0	0
200198	10.6	12	1	0	0	0
200332	6.2	10	1	0	0	0
200361	6	14	1	0	0	0
200377	10.2	4	1	0	0	0
200416	12.4	12	1	0	0	0
200464	10.8	16	1	0	0	0
200486	10.6	14	1	0	0	0
200493	6.2	12	1	0	0	0
200531	16	10	1	0	0	0
200566	6.72	10	1	0	0	0
200671	8.68	10	1	0	0	0
200712	16.8	4	1	0	0	0
200780	6.66	10	1	0	0	0
200839	18.6	14	1	0	0	0
200841	14.8	12	1	0	0	0
200879	6.2	12	1	0	0	0
200891	9	10	1	0	0	0
201014	16.4	10	1	0	0	0
201026	6	8	1	0	0	0
201055	14.2	10	1	0	0	0
201056	8.2	10	1	0	0	0
201057	10.4	8	1	0	0	0
201125	18.8	10	1	0	0	0
201130	10	14	1	0	0	0
201171	8.4	16	1	0	0	0
201177	8.2	8	1	0	0	0
201185	12.2	0	1	0	0	0
201227	6.4	16	1	0	0	0
201248	6.8	8	1	0	0	0
201371	8	6	1	0	0	0
201406	6.6	8	1	0	0	0
201418	6.6	12	1	0	0	0
201498	8.4	10	1	0	0	0
201499	2.2	4	1	0	0	0
201503	8.4	8	1	0	0	0
201530	16.2	12	1	0	0	0
201600	14.4	6	1	0	0	0
201687	18	18	1	0	0	0
201699	6.8	8	1	0	0	0
201722	8.4	8	1	0	0	0
201751	6.6	8	1	0	0	0
201778	10.4	12	1	0	0	0
201825	8.2	6	1	0	0	0
201851	6.4	12	1	0	0	0
201898	14.6	12	1	0	0	0
202024	10.2	14	1	0	0	0
202066	6.6	6	1	0	0	0
202088	8	4	1	0	0	0
202102	8.72	4	1	0	0	0
202117	8.6	10	1	0	0	0
202124	8.4	8	1	0	0	0
202134	10.4	6	1	0	0	0
202148	21.2	6	1	0	0	0
202244	14.4	2	1	0	0	0
202269	6.8	8	1	0	0	0
202275	8	4	1	0	0	0
202278	6.8	16	1	0	0	0
202288	8.2	4	1	0	0	0
202306	6.2	4	1	0	0	0
202356	16	6	1	0	0	0
202365	10.86	10	1	0	0	0
202459	10	6	1	0	0	0
202482	20.8	8	1	0	0	0
202492	10.4	10	1	0	0	0
202499	26	0	1	0	0	0
202566	10.8	16	1	0	0	0
202569	7.4	12	1	0	0	0
202578	16.8	4	1	0	0	0
202613	14.8	12	1	0	0	0
202688	8	8	1	0	0	0
202704	10.6	8	1	0	0	0
202706	8	4	1	0	0	0
202708	8.4	10	1	0	0	0
202720	14.6	4	1	0	0	0
202773	6.6	10	1	0	0	0
202797	6	8	1	0	0	0
202803	20.6	10	1	0	0	0
202836	6.6	14	1	0	0	0
202855	8.4	10	1	0	0	0
202902	8.66	10	1	0	0	0
202966	6.4	10	1	0	0	0
203088	12.6	8	1	0	0	0
203153	32	0	1	0	0	0
203154	8.6	6	1	0	0	0
203209	10.4	8	1	0	0	0
203219	6.4	6	1	0	0	0
203293	18.4	14	1	0	0	0
203361	16	8	1	0	0	0
203384	16.4	10	1	0	0	0
203388	6	10	1	0	0	0
203398	2.2	16	1	0	0	0
203409	14.4	12	1	0	0	0
203413	20.4	14	1	0	0	0
203528	10.8	4	1	0	0	0
203653	10	12	1	0	0	0
203836	8.66	10	1	0	0	0
203846	10.4	12	1	0	0	0
203873	8.4	8	1	0	0	0
203876	6	8	1	0	0	0
203909	8.8	6	1	0	0	0
203913	7	16	1	0	0	0
203915	16.2	0	1	0	0	0
203916	16.2	6	1	0	0	0
203961	14.4	6	1	0	0	0
204086	10.2	8	1	0	0	0
204131	10	12	1	0	0	0
204141	14	4	1	0	0	0
204257	10.6	6	1	0	0	0
204294	10.8	6	1	0	0	0
204301	8.4	6	1	0	0	0
204310	16.6	8	1	0	0	0
204329	6.4	6	1	0	0	0
204438	7.2	10	1	0	0	0
204455	16	12	1	0	0	0
204475	6.2	8	1	0	0	0
204500	14	6	1	0	0	0
204504	16.4	6	1	0	0	0
204514	16.2	10	1	0	0	0
204526	10.4	14	1	0	0	0
204568	12.4	4	1	0	0	0
204589	8.6	16	1	0	0	0
204594	10.2	8	1	0	0	0
204596	8.2	8	1	0	0	0
204615	6.66	10	1	0	0	0
204647	10.2	8	1	0	0	0
204649	6.8	6	1	0	0	0
204670	8.4	8	1	0	0	0
204741	10.4	8	1	0	0	0
204756	6.4	10	1	0	0	0
204834	8.8	10	1	0	0	0
204887	8	8	1	0	0	0
204903	22	0	1	0	0	0
204946	18.2	10	1	0	0	0
205007	10.6	8	1	0	0	0
205013	8.4	14	1	0	0	0
205034	20	8	1	0	0	0
205038	16.4	6	1	0	0	0
205044	10.4	10	1	0	0	0
205121	6.4	12	1	0	0	0
205148	10.2	10	1	0	0	0
205154	14.2	6	1	0	0	0
205217	10.2	4	1	0	0	0
205236	10.4	10	1	0	0	0
205239	17.2	6	1	0	0	0
205244	10.4	14	1	0	0	0
205251	14	12	1	0	0	0
205276	10.6	14	1	0	0	0
205298	8.2	8	1	0	0	0
205311	10.4	8	1	0	0	0
205329	6	8	1	0	0	0
205330	14.8	12	1	0	0	0
205394	10.2	4	1	0	0	0
205427	10.2	10	1	0	0	0
205448	14.4	12	1	0	0	0
205513	10.4	12	1	0	0	0
205566	16.2	10	1	0	0	0
205574	6	8	1	0	0	0
205580	20.2	14	1	0	0	0
205605	24	20	1	0	0	0
205643	6.8	8	1	0	0	0
205645	10	4	1	0	0	0
205716	18.6	10	1	0	0	0
205836	6.2	8	1	0	0	0
205877	10.2	14	1	0	0	0
205886	10.2	8	1	0	0	0
205908	14.2	10	1	0	0	0
205927	10.4	12	1	0	0	0
205939	18	8	1	0	0	0
205970	6.4	8	1	0	0	0
206018	8	8	1	0	0	0
206097	10.2	8	1	0	0	0
206170	10.4	8	1	0	0	0
206172	18.6	10	1	0	0	0
206195	12.2	12	1	0	0	0
206238	10.4	10	1	0	0	0
206239	8.4	8	1	0	0	0
206270	10.2	8	1	0	0	0
206273	10.2	10	1	0	0	0
206395	8.2	12	1	0	0	0
206417	20.8	4	1	0	0	0
206477	6.2	12	1	0	0	0
206495	16.8	8	1	0	0	0
206499	20.2	8	1	0	0	0
206510	6	8	1	0	0	0
206528	8	4	1	0	0	0
206555	10.6	6	1	0	0	0
206567	8.4	8	1	0	0	0
206570	16.6	10	1	0	0	0
206595	20.2	8	1	0	0	0
206641	6	10	1	0	0	0
206680	6.8	8	1	0	0	0
206715	10.4	8	1	0	0	0
206720	10	8	1	0	0	0
206727	6.62	10	1	0	0	0
206746	7.2	12	1	0	0	0
206750	12.8	6	1	0	0	0
206771	26	0	1	0	0	0
206825	10.4	10	1	0	0	0
206845	8	8	1	0	0	0
206871	20.8	4	1	0	0	0
206882	14	8	1	0	0	0
206893	6.4	6	1	0	0	0
206928	12.4	8	1	0	0	0
206938	18.4	10	1	0	0	0
206999	6	8	1	0	0	0
207001	10.2	12	1	0	0	0
207033	8.4	14	1	0	0	0
207085	16.6	6	1	0	0	0
207086	10.2	8	1	0	0	0
207189	16.6	6	1	0	0	0
207196	6.6	10	1	0	0	0
207199	6.4	10	1	0	0	0
207259	2.2	0	1	0	0	0
207270	6.8	6	1	0	0	0
207319	10.4	14	1	0	0	0
207323	4.2	4	1	0	0	0
207325	6.64	10	1	0	0	0
207473	10.6	10	1	0	0	0
207483	20.4	14	1	0	0	0
207532	8.4	8	1	0	0	0
207545	6	8	1	0	0	0
207631	10.2	12	1	0	0	0
207640	6.2	12	1	0	0	0
207683	10.4	10	1	0	0	0
207753	12.2	14	1	0	0	0
207762	10.2	8	1	0	0	0
207847	8.4	14	1	0	0	0
207865	18.4	6	1	0	0	0
207878	10.2	10	1	0	0	0
207884	8.4	4	1	0	0	0
207886	16.2	10	1	0	0	0
207897	7.6	10	1	0	0	0
207900	8.7	4	1	0	0	0
207982	12.66	4	1	0	0	0
207997	14.4	2	1	0	0	0
208021	6.8	10	1	0	0	0
208032	16.6	12	1	0	0	0
208046	11	8	1	0	0	0
208159	10.6	10	1	0	0	0
208194	8.4	6	1	0	0	0
208211	20	4	1	0	0	0
208258	8.4	8	1	0	0	0
208299	12.4	14	1	0	0	0
208346	14.4	14	1	0	0	0
208546	17	10	1	0	0	0
208578	10.2	10	1	0	0	0
208604	14.8	6	1	0	0	0
208626	14.4	14	1	0	0	0
208648	8.8	16	1	0	0	0
208660	8.8	6	1	0	0	0
208671	8.2	8	1	0	0	0
208679	16.4	6	1	0	0	0
208845	6.6	12	1	0	0	0
208869	10.2	8	1	0	0	0
208873	20.2	14	1	0	0	0
208874	8	10	1	0	0	0
208920	10.2	10	1	0	0	0
208943	16.6	8	1	0	0	0
208947	10.6	10	1	0	0	0
208973	16.2	6	1	0	0	0
208974	6.2	10	1	0	0	0
208978	10.2	12	1	0	0	0
209055	6.6	8	1	0	0	0
209117	6	10	1	0	0	0
209138	10	8	1	0	0	0
209141	10.88	10	1	0	0	0
209198	6	8	1	0	0	0
209220	10.4	10	1	0	0	0
209241	10.4	10	1	0	0	0
209276	10.6	10	1	0	0	0
209293	8.62	10	1	0	0	0
209326	9.2	12	1	0	0	0
209387	8	8	1	0	0	0
209400	8.8	12	1	0	0	0
209403	6.66	10	1	0	0	0
209413	12.8	12	1	0	0	0
209417	14.6	4	1	0	0	0
209452	16.6	10	1	0	0	0
209470	10.2	12	1	0	0	0
209528	6.6	14	1	0	0	0
209564	6.2	6	1	0	0	0
209660	10	10	1	0	0	0
209712	16.2	10	1	0	0	0
209765	10.2	10	1	0	0	0
209790	12.2	4	1	0	0	0
209814	6.8	6	1	0	0	0
209817	14.2	6	1	0	0	0
209915	10.4	12	1	0	0	0
209941	8.4	8	1	0	0	0
210065	14	6	1	0	0	0
210085	7	12	1	0	0	0
210108	10.8	8	1	0	0	0
210126	14.2	10	1	0	0	0
210155	10.2	14	1	0	0	0
210254	10.4	8	1	0	0	0
210284	8.8	14	1	0	0	0
210299	8	6	1	0	0	0
210321	6.2	8	1	0	0	0
210358	6.8	12	1	0	0	0
210426	8	12	1	0	0	0
210490	8.66	10	1	0	0	0
210506	6.6	10	1	0	0	0
210589	8.2	14	1	0	0	0
210608	14.4	6	1	0	0	0
210621	6.2	14	1	0	0	0
210751	6	10	1	0	0	0
210785	18.4	8	1	0	0	0
210819	12.2	0	1	0	0	0
210886	8.8	8	1	0	0	0
210953	6.6	12	1	0	0	0
210978	10.6	12	1	0	0	0
211001	16.8	12	1	0	0	0
211005	6.2	8	1	0	0	0
211055	6.2	14	1	0	0	0
211070	8.8	8	1	0	0	0
211129	10.8	4	1	0	0	0
211130	10.2	8	1	0	0	0
211135	6.6	6	1	0	0	0
211192	6.2	14	1	0	0	0
211271	8.4	8	1	0	0	0
211284	8.2	14	1	0	0	0
211307	16.6	6	1	0	0	0
211322	16.6	12	1	0	0	0
211399	8	8	1	0	0	0
211438	10.8	10	1	0	0	0
211690	6.4	6	1	0	0	0
211738	6.4	12	1	0	0	0
211808	27.98	18	1	0	0	0
211819	12.2	8	1	0	0	0
211857	30	0	1	0	0	0
211994	10.4	10	1	0	0	0
212011	8.6	16	1	0	0	0
212024	10.2	10	1	0	0	0
212048	1	4	1	0	0	0
212059	16.6	6	1	0	0	0
212067	14	12	1	0	0	0
212082	8.4	6	1	0	0	0
212238	16.2	6	1	0	0	0
212239	14.4	12	1	0	0	0
212245	10.4	10	1	0	0	0
212264	8	8	1	0	0	0
212268	8.8	16	1	0	0	0
212300	6	8	1	0	0	0
212366	18.4	14	1	0	0	0
212384	14	6	1	0	0	0
212459	16.4	6	1	0	0	0
212467	10.8	14	1	0	0	0
212482	6.6	10	1	0	0	0
212528	2.2	4	1	0	0	0
212552	15	6	1	0	0	0
212655	8.6	10	1	0	0	0
212661	14.2	6	1	0	0	0
212731	8.8	16	1	0	0	0
212836	14.4	10	1	0	0	0
212953	10.4	10	1	0	0	0
212976	16.8	8	1	0	0	0
212984	8.2	14	1	0	0	0
212988	20	4	1	0	0	0
213014	10.8	10	1	0	0	0
213016	14.8	6	1	0	0	0
213025	10	8	1	0	0	0
213042	6.4	8	1	0	0	0
213117	10.2	8	1	0	0	0
213119	12.2	12	1	0	0	0
213200	8	4	1	0	0	0
213238	6.2	16	1	0	0	0
213454	6.4	12	1	0	0	0
213514	6.2	10	1	0	0	0
213557	18.2	0	1	0	0	0
213580	8.4	8	1	0	0	0
213614	12.4	4	1	0	0	0
213703	18.6	10	1	0	0	0
213748	6	8	1	0	0	0
213798	12.2	0	1	0	0	0
213820	6.68	10	1	0	0	0
213845	14	12	1	0	0	0
213855	10.4	10	1	0	0	0
213881	10.2	8	1	0	0	0
213906	20	10	1	0	0	0
214013	8.8	12	1	0	0	0
214028	6	12	1	0	0	0
214058	8.7	10	1	0	0	0
214199	10	8	1	0	0	0
214216	11	16	1	0	0	0
214326	8.4	8	1	0	0	0
214337	10.2	8	1	0	0	0
214384	10.2	8	1	0	0	0
214387	12.6	8	1	0	0	0
214442	10.4	10	1	0	0	0
214553	21	6	1	0	0	0
214556	6.2	14	1	0	0	0
214557	16.2	6	1	0	0	0
214598	16	16	1	0	0	0
214601	20	10	1	0	0	0
214720	9.2	10	1	0	0	0
214742	10.2	8	1	0	0	0
214772	10.2	14	1	0	0	0
214874	18.4	6	1	0	0	0
214903	8.8	12	1	0	0	0
214970	22.4	0	1	0	0	0
215023	8	4	1	0	0	0
215037	10.4	10	1	0	0	0
215058	6.6	10	1	0	0	0
215072	6.4	10	1	0	0	0
215081	10	8	1	0	0	0
215153	8.4	8	1	0	0	0
215167	6.2	14	1	0	0	0
215169	8.8	16	1	0	0	0
215279	7	8	1	0	0	0
215297	8	8	1	0	0	0
215300	6.6	12	1	0	0	0
215438	20	8	1	0	0	0
215448	6	8	1	0	0	0
215546	12.2	4	1	0	0	0
215603	8.4	8	1	0	0	0
215750	8	8	1	0	0	0
215784	20.4	8	1	0	0	0
215806	6	8	1	0	0	0
215825	6	4	1	0	0	0
215933	20	14	1	0	0	0
216000	16.2	14	1	0	0	0
216056	8	4	1	0	0	0
216071	8	8	1	0	0	0
216085	10.86	10	1	0	0	0
216116	20	2	1	0	0	0
216185	20.2	4	1	0	0	0
216251	8.4	10	1	0	0	0
216261	12.2	0	1	0	0	0
219060	8.2	8	1	0	0	0
219073	2.2	4	1	0	0	0
219126	10.4	10	1	0	0	0
219130	6.4	16	1	0	0	0
219137	2.2	4	1	0	0	0
219144	8.4	8	1	0	0	0
219149	8.4	8	1	0	0	0
219174	10.2	12	1	0	0	0
219265	10.2	12	1	0	0	0
219267	6.6	12	1	0	0	0
219274	8.2	8	1	0	0	0
219294	10.6	14	1	0	0	0
219377	8.8	6	1	0	0	0
219382	10.6	14	1	0	0	0
219405	7	8	1	0	0	0
219496	10.4	8	1	0	0	0
219501	6.2	10	1	0	0	0
219521	8.6	8	1	0	0	0
219537	18.2	8	1	0	0	0
219566	8.4	8	1	0	0	0
219572	12.6	12	1	0	0	0
219613	6.6	8	1	0	0	0
219635	18.4	6	1	0	0	0
219644	16.8	8	1	0	0	0
219653	10	4	1	0	0	0
219786	6.2	12	1	0	0	0
219808	9.2	12	1	0	0	0
219818	8.4	8	1	0	0	0
219852	10.4	10	1	0	0	0
219853	10.4	8	1	0	0	0
219882	6.2	6	1	0	0	0
219912	20.8	4	1	0	0	0
220009	12.6	6	1	0	0	0
220097	6.8	10	1	0	0	0
220188	14.6	6	1	0	0	0
220207	6.4	6	1	0	0	0
220224	18.4	10	1	0	0	0
220233	6.4	6	1	0	0	0
220312	8.2	10	1	0	0	0
220320	16.4	6	1	0	0	0
220359	7	14	1	0	0	0
220370	9	12	1	0	0	0
220432	10.2	4	1	0	0	0
220543	8.4	4	1	0	0	0
220593	10.4	12	1	0	0	0
220637	18.2	2	1	0	0	0
220707	10.2	4	1	0	0	0
220732	10.4	8	1	0	0	0
220735	10.8	4	1	0	0	0
220861	6.64	10	1	0	0	0
220916	7	16	1	0	0	0
220933	16.4	14	1	0	0	0
220944	8	4	1	0	0	0
220959	16.8	6	1	0	0	0
220966	10.2	14	1	0	0	0
221013	18	10	1	0	0	0
221035	10.4	10	1	0	0	0
221052	6.8	6	1	0	0	0
221069	8.4	6	1	0	0	0
221077	8	6	1	0	0	0
221090	14	12	1	0	0	0
221106	12	12	1	0	0	0
221153	14.4	6	1	0	0	0
221184	8.4	10	1	0	0	0
221190	18.4	10	1	0	0	0
221283	12.4	4	1	0	0	0
221317	10	14	1	0	0	0
221380	8.8	8	1	0	0	0
221391	18.8	6	1	0	0	0
221476	8.8	12	1	0	0	0
221559	8.4	8	1	0	0	0
221607	10.8	8	1	0	0	0
221631	8.4	8	1	0	0	0
221663	10.8	8	1	0	0	0
221679	2.4	16	1	0	0	0
221761	16.2	6	1	0	0	0
221774	7.4	10	1	0	0	0
221777	6.2	8	1	0	0	0
221816	10.4	6	1	0	0	0
221849	10.4	14	1	0	0	0
221857	8.4	8	1	0	0	0
221858	8	8	1	0	0	0
221912	14.2	6	1	0	0	0
221930	16.6	6	1	0	0	0
221948	6.4	14	1	0	0	0
221967	10.8	16	1	0	0	0
221980	14	0	1	0	0	0
222033	14.2	6	1	0	0	0
222097	16.8	4	1	0	0	0
222102	10.6	8	1	0	0	0
222114	20.8	4	1	0	0	0
222139	8.2	14	1	0	0	0
222230	10	8	1	0	0	0
222246	10.2	8	1	0	0	0
222340	14.2	2	1	0	0	0
222404	10.8	10	1	0	0	0
222428	10.4	6	1	0	0	0
222541	6.4	8	1	0	0	0
222556	28	0	1	0	0	0
222567	12.6	10	1	0	0	0
222577	20.8	10	1	0	0	0
222594	18.8	6	1	0	0	0
222595	16.6	4	1	0	0	0
222635	10.4	4	1	0	0	0
222645	11	10	1	0	0	0
222667	6.2	6	1	0	0	0
222681	2.6	4	1	0	0	0
222746	6.2	16	1	0	0	0
222805	18.2	6	1	0	0	0
222889	20	10	1	0	0	0
222896	10.8	10	1	0	0	0
222905	16.6	6	1	0	0	0
222924	16.8	6	1	0	0	0
222942	12	6	1	0	0	0
222995	10.2	10	1	0	0	0
223002	10.2	10	1	0	0	0
223020	8.4	12	1	0	0	0
223053	14.2	4	1	0	0	0
223115	8.6	14	1	0	0	0
223144	8	8	1	0	0	0
223205	18.6	10	1	0	0	0
223267	10.2	10	1	0	0	0
223353	10	8	1	0	0	0
223389	6.4	16	1	0	0	0
223424	6.4	14	1	0	0	0
223441	18.4	14	1	0	0	0
223484	18.8	6	1	0	0	0
223514	14.6	6	1	0	0	0
223621	8.2	14	1	0	0	0
223636	14.4	6	1	0	0	0
223681	14.2	2	1	0	0	0
223685	7	16	1	0	0	0
223699	10.4	10	1	0	0	0
223737	10.6	8	1	0	0	0
223740	16.6	10	1	0	0	0
223771	10.6	10	1	0	0	0
223784	10.6	10	1	0	0	0
223981	20	2	1	0	0	0
223992	14.2	8	1	0	0	0
223999	10.2	8	1	0	0	0
224014	6	8	1	0	0	0
224029	14.2	6	1	0	0	0
224059	10.4	10	1	0	0	0
224164	14.2	12	1	0	0	0
224362	10.2	4	1	0	0	0
224377	10.2	12	1	0	0	0
224392	8	14	1	0	0	0
224402	6.6	8	1	0	0	0
224480	6.4	12	1	0	0	0
224485	20	2	1	0	0	0
224512	10.4	8	1	0	0	0
224536	6.2	16	1	0	0	0
224539	10.2	6	1	0	0	0
224577	14.6	6	1	0	0	0
224584	8.8	8	1	0	0	0
224586	8.4	6	1	0	0	0
224612	20	2	1	0	0	0
224639	10.8	16	1	0	0	0
224653	10.4	16	1	0	0	0
224671	8	8	1	0	0	0
224673	20.8	4	1	0	0	0
224682	6.6	8	1	0	0	0
224685	20.6	10	1	0	0	0
224734	10.2	8	1	0	0	0
224747	10.4	14	1	0	0	0
224772	10	14	1	0	0	0
224838	6.4	8	1	0	0	0
224840	18.6	10	1	0	0	0
224866	20.2	2	1	0	0	0
224870	8.2	6	1	0	0	0
224992	2.2	0	1	0	0	0
224996	10.4	12	1	0	0	0
225002	20.4	8	1	0	0	0
225006	10.4	10	1	0	0	0
225029	8.2	10	1	0	0	0
225042	2.2	4	1	0	0	0
225061	8.7	10	1	0	0	0
225072	17.2	6	1	0	0	0
225087	10.4	10	1	0	0	0
225093	7	16	1	0	0	0
225101	8.8	16	1	0	0	0
225123	8.6	8	1	0	0	0
225167	10.2	10	1	0	0	0
225206	18.6	10	1	0	0	0
225210	8.2	4	1	0	0	0
225262	10.6	12	1	0	0	0
225291	8.8	10	1	0	0	0
225316	12.4	10	1	0	0	0
225333	1	4	1	0	0	0
225393	10.4	10	1	0	0	0
225395	2.2	0	1	0	0	0
225434	6.2	4	1	0	0	0
225549	18.4	2	1	0	0	0
225789	6.8	6	1	0	0	0
225808	20	10	1	0	0	0
225809	10.2	14	1	0	0	0
225864	10.2	8	1	0	0	0
225906	6.2	8	1	0	0	0
225918	14.8	10	1	0	0	0
225923	9	10	1	0	0	0
225926	6.8	6	1	0	0	0
225965	10.4	8	1	0	0	0
225991	16.6	6	1	0	0	0
225994	12.2	14	1	0	0	0
225999	14	12	1	0	0	0
226038	10.2	8	1	0	0	0
226063	8.4	10	1	0	0	0
226067	2	4	1	0	0	0
226074	10.4	8	1	0	0	0
226137	20	6	1	0	0	0
226187	16.2	6	1	0	0	0
226332	10.62	4	1	0	0	0
226362	18.4	14	1	0	0	0
226399	6	8	1	0	0	0
226416	10.6	6	1	0	0	0
226467	10.2	14	1	0	0	0
226491	10.6	14	1	0	0	0
226514	6	8	1	0	0	0
226531	12.66	4	1	0	0	0
226551	8.4	10	1	0	0	0
226569	18	10	1	0	0	0
226577	10.6	16	1	0	0	0
226668	14	12	1	0	0	0
226700	18	0	1	0	0	0
226702	6.4	6	1	0	0	0
226705	20.2	4	1	0	0	0
226730	16.8	4	1	0	0	0
226743	20	8	1	0	0	0
226774	8.4	12	1	0	0	0
226782	14.2	8	1	0	0	0
226850	6.6	8	1	0	0	0
226860	10.6	8	1	0	0	0
226880	14.4	6	1	0	0	0
226883	9	12	1	0	0	0
226929	8.4	8	1	0	0	0
226933	20	10	1	0	0	0
227032	18.6	14	1	0	0	0
227089	8.2	10	1	0	0	0
227108	6.4	10	1	0	0	0
227118	10.2	8	1	0	0	0
227150	10.2	6	1	0	0	0
227151	14.6	6	1	0	0	0
227152	10.4	10	1	0	0	0
227224	10.6	8	1	0	0	0
227245	8.4	8	1	0	0	0
227281	10.8	6	1	0	0	0
227318	8	8	1	0	0	0
227382	6.6	8	1	0	0	0
227392	7	10	1	0	0	0
227423	20	14	1	0	0	0
227430	6.64	10	1	0	0	0
227448	10.4	8	1	0	0	0
227471	8	8	1	0	0	0
227493	6.2	12	1	0	0	0
227503	8.6	8	1	0	0	0
227513	6.2	4	1	0	0	0
227515	10.6	10	1	0	0	0
227534	6.6	14	1	0	0	0
227596	10.4	16	1	0	0	0
227741	8.2	6	1	0	0	0
227742	6	8	1	0	0	0
227743	16.6	4	1	0	0	0
227756	14.4	2	1	0	0	0
227847	6.68	10	1	0	0	0
227859	10.2	10	1	0	0	0
227942	8.8	16	1	0	0	0
227952	8.4	10	1	0	0	0
228008	10.6	6	1	0	0	0
228048	14.4	4	1	0	0	0
228063	10.2	14	1	0	0	0
228103	10.2	8	1	0	0	0
228231	8.4	6	1	0	0	0
228257	20	8	1	0	0	0
228286	14.6	6	1	0	0	0
228303	10.4	10	1	0	0	0
228310	14	8	1	0	0	0
228378	10.2	12	1	0	0	0
228419	10.4	8	1	0	0	0
228434	10.2	8	1	0	0	0
228438	18.4	10	1	0	0	0
228450	6.6	8	1	0	0	0
228510	12.2	0	1	0	0	0
228529	8	8	1	0	0	0
228530	14.4	14	1	0	0	0
228546	16	6	1	0	0	0
228569	8.2	16	1	0	0	0
228588	10.6	8	1	0	0	0
228591	10.6	10	1	0	0	0
229995	6.2	14	1	0	0	0
230004	12.4	6	1	0	0	0
230013	14.6	4	1	0	0	0
230030	8	10	1	0	0	0
230126	10.62	4	1	0	0	0
230189	6.2	8	1	0	0	0
230278	16.4	0	1	0	0	0
230326	16.6	12	1	0	0	0
230334	18.2	10	1	0	0	0
230337	18.2	8	1	0	0	0
230348	6.7	10	1	0	0	0
230349	18.4	6	1	0	0	0
230438	6.2	8	1	0	0	0
230506	6.4	8	1	0	0	0
230542	8.4	8	1	0	0	0
230546	7.6	10	1	0	0	0
230656	18.2	8	1	0	0	0
230659	14.4	8	1	0	0	0
230692	10	12	1	0	0	0
230741	10.4	10	1	0	0	0
230744	10	6	1	0	0	0
230774	10.2	8	1	0	0	0
230827	10.2	12	1	0	0	0
230833	6.8	8	1	0	0	0
230903	6.2	16	1	0	0	0
230980	18.4	10	1	0	0	0
230989	10.4	8	1	0	0	0
231008	16.4	10	1	0	0	0
231011	8.4	12	1	0	0	0
231051	14.4	14	1	0	0	0
231160	10.2	10	1	0	0	0
231229	8	12	1	0	0	0
231256	14.2	6	1	0	0	0
231270	9	10	1	0	0	0
231273	8.4	8	1	0	0	0
231281	10.2	10	1	0	0	0
231290	6.2	8	1	0	0	0
231301	6.62	10	1	0	0	0
231321	12.2	14	1	0	0	0
231328	10.4	10	1	0	0	0
231338	10	14	1	0	0	0
231379	8.4	10	1	0	0	0
231434	6.2	10	1	0	0	0
231441	8.8	6	1	0	0	0
231447	6.4	8	1	0	0	0
231461	10	14	1	0	0	0
231507	14.4	6	1	0	0	0
231532	14.6	6	1	0	0	0
231533	8	6	1	0	0	0
231580	8	8	1	0	0	0
231596	10.6	8	1	0	0	0
231600	20.4	14	1	0	0	0
231617	16.2	14	1	0	0	0
231664	10.2	8	1	0	0	0
231807	14.4	10	1	0	0	0
231856	8.8	8	1	0	0	0
231881	14.4	14	1	0	0	0
231883	14	8	1	0	0	0
231884	18	6	1	0	0	0
231887	10.6	8	1	0	0	0
231892	9.2	10	1	0	0	0
232032	6.2	6	1	0	0	0
232034	10.2	14	1	0	0	0
232162	10.6	12	1	0	0	0
232197	8.4	16	1	0	0	0
232212	21	10	1	0	0	0
232220	17	10	1	0	0	0
232282	11	8	1	0	0	0
232332	10	14	1	0	0	0
232349	8.2	10	1	0	0	0
232364	16.6	6	1	0	0	0
232421	4.2	4	1	0	0	0
232485	10	4	1	0	0	0
232531	8.4	10	1	0	0	0
232561	20.4	10	1	0	0	0
232628	8.2	12	1	0	0	0
232642	8.2	14	1	0	0	0
232663	16.8	4	1	0	0	0
232754	10.6	6	1	0	0	0
232769	10.6	8	1	0	0	0
232843	10.4	14	1	0	0	0
232949	16.4	6	1	0	0	0
232987	19	10	1	0	0	0
233177	8.6	14	1	0	0	0
233178	8.4	10	1	0	0	0
233219	12	14	1	0	0	0
233268	10.4	10	1	0	0	0
233307	6	12	1	0	0	0
233326	10.6	10	1	0	0	0
233340	8.4	8	1	0	0	0
233386	10.8	8	1	0	0	0
233389	16.6	6	1	0	0	0
233422	18.6	14	1	0	0	0
233561	6	14	1	0	0	0
233607	10.2	12	1	0	0	0
233743	16.8	12	1	0	0	0
233756	6.4	10	1	0	0	0
233908	8.2	10	1	0	0	0
233923	10.6	8	1	0	0	0
233944	12.2	8	1	0	0	0
233945	10	10	1	0	0	0
233966	10.2	14	1	0	0	0
233989	6	8	1	0	0	0
234040	8	8	1	0	0	0
234048	7.6	10	1	0	0	0
234051	10.6	10	1	0	0	0
234130	20.4	2	1	0	0	0
234174	10.8	16	1	0	0	0
234214	6.4	12	1	0	0	0
